name,part_url,price,screen_size,resolution,refresh_rate,response_time,panel_type,aspect_ratio
Dell S2725QS,https://pcpartpicker.com/product/MLpD4D/dell-s2725qs-270-3840-x-2160-120-hz-monitor-s2725qs,327.24,27,"3840,2160",120,4,IPS,16:9
Asus ROG Swift OLED PG34WCDM,https://pcpartpicker.com/product/rqyH99/asus-rog-swift-oled-pg34wcdm-339-3440-x-1440-240-hz-curved-monitor-pg34wcdm,,33.9,"3440,1440",240,0.03,OLED,21:9
Asus VG248QE,https://pcpartpicker.com/product/rkphP6/asus-vg248qe-240-1920-x-1080-144-hz-monitor-vg248qe,,24,"1920,1080",144,1,TN,16:9
Samsung Odyssey G40B,https://pcpartpicker.com/product/x8gFf7/samsung-odyssey-g40b-250-1920x1080-240-hz-monitor-ls25bg402enxgo,214.49,25,"1920,1080",240,1,IPS,16:9
Sceptre E248W-1920,https://pcpartpicker.com/product/xkL7YJ/sceptre-monitor-e248w1920,96.97,24,"1920,1080",60,5,,16:9
Corsair XENEON EDGE,https://pcpartpicker.com/product/fmRnTW/corsair-xeneon-edge-145-2560-x-720-60-hz-monitor-cc-9011306-ww,249.99,14.5,"2560,720",60,,AHVA,32:9
MSI MPG 272URX QD-OLED,https://pcpartpicker.com/product/sj2j4D/msi-mpg-272urx-qd-oled-270-3840-x-2160-240-hz-monitor-mpg-272urx-qd-oled,1077.99,27,"3840,2160",240,0.03,QD-OLED,16:9
Pixio PX277 OLED MAX,https://pcpartpicker.com/product/qL7MnQ/pixio-px277-oled-max-270-2560-x-1440-240-hz-curved-monitor-px277oledmax,499.99,27,"2560,1440",240,0.03,OLED,16:9
Samsung Odyssey G5,https://pcpartpicker.com/product/cx26Mp/samsung-odyssey-g5-270-2560-x-1440-144-hz-curved-monitor-lc27g54tqbuxen,,27,"2560,1440",144,,VA,16:9
MSI MAG 271QPX QD-OLED,https://pcpartpicker.com/product/TfQKHx/msi-mag-271qpx-qd-oled-265-2560-x-1440-360-hz-monitor-mag-271qpx-qd-oled,619.99,26.5,"2560,1440",360,0.03,QD-OLED,16:9
Samsung Odyssey G30D,https://pcpartpicker.com/product/PtXV3C/samsung-odyssey-g30d-240-1920-x-1080-180-hz-monitor-ls24dg300euxen,,24,"1920,1080",180,,VA,16:9
MSI MAG 321UPX QD-OLED,https://pcpartpicker.com/product/Lv88TW/msi-mag-321upx-qd-oled-315-3840-x-2160-240-hz-monitor-mag-321upx-qd-oled,898,31.5,"3840,2160",240,0.03,QD-OLED,16:9
ASRock Phantom Gaming PG27QRT1B,https://pcpartpicker.com/product/2RLdnQ/asrock-phantom-gaming-pg27qrt1b-270-2560-x-1440-180-hz-curved-monitor-pg27qrt1b,168.99,27,"2560,1440",180,,VA,16:9
Gigabyte MO27Q2,https://pcpartpicker.com/product/Xprp99/gigabyte-mo27q2-270-2560-x-1440-240-hz-monitor-mo27q2,659.4,27,"2560,1440",240,0.03,QD-OLED,16:9
Sceptre C305B-200UN,https://pcpartpicker.com/product/bFdrxr/sceptre-c305b-200un-300-2560x1080-200-hz-monitor-c305b-200un,,30,"2560,1080",200,5,VA,21:9
MSI Pro,https://pcpartpicker.com/product/jtkqqs/msi-pro-270-1920-x-1080-120-hz-monitor-pro-mp271a-e2,125,27,"1920,1080",120,4,IPS,16:9
MSI Pro MP243XW,https://pcpartpicker.com/product/B9tLrH/msi-pro-mp243xw-238-1920-x-1080-100-hz-monitor-pro-mp243xw,,23.8,"1920,1080",100,4,IPS,16:9
Dell S2719DGF,https://pcpartpicker.com/product/MXQG3C/dell-s2719dgf-270-2560x1440-155-hz-monitor-s2719dgf,,27,"2560,1440",155,1,TN,16:9
Asus TUF GAMING VG259QM,https://pcpartpicker.com/product/w4mFf7/asus-tuf-gaming-vg259qm-245-1920x1080-280-hz-monitor-vg259qm,268.99,24.5,"1920,1080",280,1,IPS,16:9
Gigabyte M27Q,https://pcpartpicker.com/product/k8GnTW/gigabyte-m27q-270-2560x1440-170-hz-monitor-m27q,,27,"2560,1440",170,,IPS,16:9
Asus TUF Gaming VG27VQM,https://pcpartpicker.com/product/wqvdnQ/asus-tuf-gaming-vg27vqm-270-1920x1080-240-hz-curved-monitor-90lm0510-b02eb0,234,27,"1920,1080",240,,VA,16:9
LG UltraGear GS95QE,https://pcpartpicker.com/product/zjFmP6/lg-ultragear-gs95qe-450-3440-x-1440-240-hz-curved-monitor-45gs95qe-b,27099.99,45,"3440,1440",240,0.03,OLED,21:9
Gigabyte MO27Q28G,https://pcpartpicker.com/product/6XWmP6/gigabyte-mo27q28g-270-2560-x-1440-280-hz-monitor-mo27q28g,,27,"2560,1440",280,0.03,WOLED,16:9
LG 24MR400-B,https://pcpartpicker.com/product/dbqrxr/lg-24mr400-b-238-1920-x-1080-100-hz-monitor-24mr400-b,94.99,23.8,"1920,1080",100,5,IPS,16:9
MSI MAG 345CQR,https://pcpartpicker.com/product/vnvD4D/msi-mag-345cqr-340-3440-x-1440-180-hz-curved-monitor-mag-345cqr,380.99,34,"3440,1440",180,,VA,21:9
Gigabyte AORUS FO32U2P,https://pcpartpicker.com/product/v4TZxr/gigabyte-aorus-fo32u2p-315-3840-x-2160-240-hz-monitor-fo32u2p,,31.5,"3840,2160",240,0.03,QD-OLED,16:9
AOC 24G2,https://pcpartpicker.com/product/Q9CFf7/aoc-24g2-238-1920x1080-144-hz-monitor-24g2,,23.8,"1920,1080",144,,IPS,16:9
Samsung Odyssey G7,https://pcpartpicker.com/product/xr2WGX/samsung-odyssey-g7-280-3840-x-2160-144-hz-monitor-ls28bg702enxgo,323.99,28,"3840,2160",144,1,IPS,16:9
Acer V227Q A,https://pcpartpicker.com/product/MDXJ7P/acer-v227q-a-215-1920-x-1080-75-hz-monitor-umwv7aaa06,173.99,21.5,"1920,1080",75,4,VA,16:9
MSI G272QPF E2,https://pcpartpicker.com/product/RktLrH/msi-g272qpf-e2-270-2560-x-1440-180-hz-monitor-g272qpf-e2,227.98,27,"2560,1440",180,1,IPS,16:9
MSI G255F,https://pcpartpicker.com/product/Wbgrxr/msi-g255f-245-1920-x-1080-180-hz-monitor-g255f,203.97,24.5,"1920,1080",180,1,IPS,16:9
KOORUI 27E1QA,https://pcpartpicker.com/product/XFkH99/koorui-27e1qa-270-2560-x-1440-144-hz-monitor-27e1qa,169.99,27,"2560,1440",144,,VA,16:9
Cooler Master GA2501,https://pcpartpicker.com/product/6yQwrH/cooler-master-ga2501-245-1920-x-1080-100-hz-monitor-ga2501,,24.5,"1920,1080",100,4,IPS,16:9
LG UltraGear 24GN60R-B,https://pcpartpicker.com/product/jcMMnQ/lg-ultragear-24gn60r-b-238-1920-x-1080-144-hz-monitor-24gn60r-b,254.55,23.8,"1920,1080",144,1,IPS,16:9
Samsung Odyssey G7,https://pcpartpicker.com/product/L6zFf7/samsung-odyssey-g7-270-2560x1440-240-hz-monitor-lc27g75tqsuxen,,27,"2560,1440",240,1,VA,16:9
LG 22MP410-B,https://pcpartpicker.com/product/QJKKHx/lg-22mp410-b-215-1920x1080-75-hz-monitor-22mp410-b,79.99,21.5,"1920,1080",75,20,VA,16:9
Asus ProArt Display PA32UCG-K,https://pcpartpicker.com/product/KPD7YJ/asus-proart-display-pa32ucg-k-320-3840x2160-120-hz-monitor-pa32ucg-k,66099,32,"3840,2160",120,5,IPS,16:9
BenQ ZOWIE XL2566X+,https://pcpartpicker.com/product/K8n9TW/benq-zowie-xl2566x-241-1920-x-1080-400-hz-monitor-xl2566x,790.99,24.1,"1920,1080",400,,TN,16:9
LG UltraGear OLED 27GX700A-B,https://pcpartpicker.com/product/LPHp99/lg-ultragear-oled-27gx700a-b-265-2560-x-1440-280-hz-monitor-27gx700a-b,640,26.5,"2560,1440",280,0.03,WOLED Tandem,16:9
MSI MAG 273QP QD-OLED X24,https://pcpartpicker.com/product/HL4Pxr/msi-mag-273qp-qd-oled-x24-265-2560-x-1440-240-hz-monitor-mag-273qp-qd-oled-x24,679.99,26.5,"2560,1440",240,0.03,QD-OLED,16:9
Gigabyte MO32U,https://pcpartpicker.com/product/CnFCmG/gigabyte-mo32u-315-3840-x-2160-165-hz-monitor-mo32u,688.99,31.5,"3840,2160",165,0.03,QD-OLED,16:9
Acer Nitro ‎KG271 M3biip,https://pcpartpicker.com/product/YWgrxr/acer-nitro-kg271-m3biip-270-1920-x-1080-180-hz-monitor-umhx1aa302,206.99,27,"1920,1080",180,0.5,IPS,16:9
Philips Evnia 24M2N3201A/00,https://pcpartpicker.com/product/nQBFf7/philips-evnia-24m2n3201a00-238-1920-x-1080-180-hz-monitor-24m2n3201a00,,23.8,"1920,1080",180,1,IPS,16:9
MSI MAG401QR,https://pcpartpicker.com/product/jrYRsY/msi-mag401qr-400-3440-x-1440-155-hz-monitor-mag401qr,441.99,40,"3440,1440",155,,IPS,21:9
AOC 24G4,https://pcpartpicker.com/product/nGYRsY/aoc-24g4-238-1920-x-1080-180-hz-monitor-24g4,,23.8,"1920,1080",180,1,IPS,16:9
Lenovo Legion R27qe,https://pcpartpicker.com/product/QV3WGX/lenovo-legion-r27qe-270-2560-x-1440-180-hz-monitor-67c5gac1us,,27,"2560,1440",180,,IPS,16:9
AOC Agon AG493UCX,https://pcpartpicker.com/product/2D7p99/aoc-agon-ag493ucx-490-5120-x-1440-120-hz-curved-monitor-ag493ucx,,49,"5120,1440",120,,VA,32:9
Dell Alienware AW2523HF,https://pcpartpicker.com/product/svV2FT/dell-alienware-aw2523hf-245-1920-x-1080-360-hz-monitor-aw2523hf,368,24.5,"1920,1080",360,1,IPS,16:9
Dell S3422DW,https://pcpartpicker.com/product/KTKKHx/dell-s3422dw-340-3440x1440-100-hz-curved-monitor-210-axns,,34,"3440,1440",100,4,VA,21:9
MSI MAG 276CF E20,https://pcpartpicker.com/product/wNsMnQ/msi-mag-276cf-e20-270-1920-x-1080-200-hz-curved-monitor-mag-276cf-e20,129.99,27,"1920,1080",200,0.5,VA,16:9
MSI MPG 271QR QD-OLED X50,https://pcpartpicker.com/product/8FxTwP/msi-mpg-271qr-qd-oled-x50-265-2560-x-1440-500-hz-monitor-mpg-271qr-qd-oled-x50,812.99,26.5,"2560,1440",500,0.03,QD-OLED,16:9
MSI MAG 341CQP QD-OLED,https://pcpartpicker.com/product/CtBzK8/msi-mag-341cqp-qd-oled-340-3440-x-1440-175-hz-curved-monitor-mag-341cqp-qd-oled,798.99,34,"3440,1440",175,0.03,QD-OLED,21:9
LG UltraGear 32GR93U-B,https://pcpartpicker.com/product/KfV2FT/lg-ultragear-32gr93u-b-320-3840-x-2160-144-hz-monitor-32gr93u-b,688.99,32,"3840,2160",144,1,IPS,16:9
MSI MAG 27C6F,https://pcpartpicker.com/product/kkBzK8/msi-mag-27c6f-270-1920-x-1080-180-hz-curved-monitor-mag-27c6f,147.99,27,"1920,1080",180,0.5,VA,16:9
Dell Alienware AW2524HF,https://pcpartpicker.com/product/BKP8TW/dell-alienware-aw2524hf-245-1920-x-1080-500-hz-monitor-aw2524hf,499.99,24.5,"1920,1080",500,0.5,IPS,16:9
AOC Q27G40XMN,https://pcpartpicker.com/product/QCZWGX/aoc-q27g40xmn-270-2560-x-1440-180-hz-monitor-q27g40xmn,359.99,27,"2560,1440",180,1,VA QD-Mini LED,16:9
Gigabyte AORUS CO49DQ,https://pcpartpicker.com/product/YJDQzy/gigabyte-aorus-co49dq-490-5120-x-1440-144-hz-curved-monitor-aorus-co49dq,1115.99,49,"5120,1440",144,0.03,OLED,32:9
Asus MG278Q,https://pcpartpicker.com/product/fMcMnQ/asus-mg278q-270-2560x1440-144-hz-monitor-mg278q,,27,"2560,1440",144,1,TN,16:9
LG 27GS75Q-B,https://pcpartpicker.com/product/jXmNnQ/lg-27gs75q-b-270-2560-x-1440-180-hz-monitor-27gs75q-b,257.13,27,"2560,1440",180,1,IPS,16:9
Lenovo E2224,https://pcpartpicker.com/product/8cbkcf/lenovo-monitor-60dahar1us,84,21.5,"1920,1080",60,8,VA,16:9
Asus TUF Gaming VG279QM1A,https://pcpartpicker.com/product/zFKscf/asus-tuf-gaming-vg279qm1a-270-1920-x-1080-280-hz-monitor-90lm05x0-b013b0,271,27,"1920,1080",280,1,IPS,16:9
Samsung Odyssey Neo G8,https://pcpartpicker.com/product/r4fnTW/samsung-odyssey-neo-g8-320-3840-x-2160-240-hz-curved-monitor-ls32bg852nnxgo,1158.99,32,"3840,2160",240,1,VA,16:9
Samsung Odyssey G8,https://pcpartpicker.com/product/b8dG3C/samsung-odyssey-g8-340-3440-x-1440-175-hz-curved-monitor-ls34bg850snxza,1018.08,34,"3440,1440",175,0.03,QD-OLED,21:9
Lenovo Legion Y25-25,https://pcpartpicker.com/product/g46qqs/lenovo-legion-y25-25-245-1920x1080-240-hz-monitor-66aagac6us,199.99,24.5,"1920,1080",240,,IPS,16:9
AOC Agon PRO AG346UCD,https://pcpartpicker.com/product/DtsMnQ/aoc-agon-pro-ag346ucd-340-3440-x-1440-175-hz-curved-monitor-ag346ucd,761.99,34,"3440,1440",175,0.03,QD-OLED,21:9
Asus TUF Gaming VG249QM1A,https://pcpartpicker.com/product/R94Ycf/asus-tuf-gaming-vg249qm1a-238-1920-x-1080-270-hz-monitor-90lm06j0-b023b0,,23.8,"1920,1080",270,1,IPS,16:9
Philips Evnia 34M2C6500,https://pcpartpicker.com/product/PBbypg/philips-evnia-34m2c6500-340-3440-x-1440-175-hz-curved-monitor-34m2c650027,659.23,34,"3440,1440",175,0.03,QD-OLED,21:9
ViewSonic OMNI VX2728J-2K,https://pcpartpicker.com/product/DR4Zxr/viewsonic-omni-vx2728j-2k-270-2560-x-1440-180-hz-monitor-vx2728j-2k,191.99,27,"2560,1440",180,,IPS,16:9
Asus ROG Strix XG27UCG,https://pcpartpicker.com/product/CPMMnQ/asus-rog-strix-xg27ucg-270-3840-x-2160-160-hz-monitor-xg27ucg,379.99,27,"3840,2160",160,1,IPS,16:9
Asus TUF Gaming VG27AQ1A,https://pcpartpicker.com/product/TXTzK8/asus-tuf-gaming-vg27aq1a-270-2560x1440-170-hz-monitor-vg27aq1a,239,27,"2560,1440",170,,IPS,16:9
Asus ProArt Display PA278QV,https://pcpartpicker.com/product/vksnTW/asus-proart-display-pa278qv-270-2560x1440-75-hz-monitor-pa278qv,266.99,27,"2560,1440",75,5,IPS,16:9
MSI MAG 321CUP QD-OLED,https://pcpartpicker.com/product/N39nTW/msi-mag-321cup-qd-oled-315-3840-x-2160-165-hz-curved-monitor-mag-321cup-qd-oled,832.99,31.5,"3840,2160",165,0.03,QD-OLED,16:9
LG 27G850A-B,https://pcpartpicker.com/product/cVHp99/lg-27g850a-b-270-3840-x-2160-240-hz-monitor-27g850a-b,616.99,27,"3840,2160",240,1,IPS,16:9
Samsung Odyssey G9,https://pcpartpicker.com/product/WQvqqs/samsung-odyssey-g9-490-5120x1440-240-hz-monitor-lc49g95tssnxza,17944.99,49,"5120,1440",240,1,VA,32:9
Asus TUF Gaming VG27AQL5A,https://pcpartpicker.com/product/hDXMnQ/asus-tuf-gaming-vg27aql5a-270-2560-x-1440-210-hz-monitor-vg27aql5a,237,27,"2560,1440",210,1,IPS,16:9
Samsung LU32J590UQNXZA,https://pcpartpicker.com/product/Yf2bt6/samsung-lu32j590uqnxza-320-3840-x-2160-60-hz-monitor-lu32j590uqnxza,284.5,32,"3840,2160",60,4,VA,16:9
Asus ROG Swift Pro PG248QP,https://pcpartpicker.com/product/VNWJ7P/asus-rog-swift-pro-pg248qp-241-1920-x-1080-540-hz-monitor-pg248qp,,24.1,"1920,1080",540,0.2,TN,16:9
AOC C32G2,https://pcpartpicker.com/product/4tD7YJ/aoc-c32g2-320-1920-x-1080-165-hz-curved-monitor-c32g2,,32,"1920,1080",165,,,16:9
LG 45GR95QE-B,https://pcpartpicker.com/product/CFJgXL/lg-45gr95qe-b-445-3440-x-1440-240-hz-curved-monitor-45gr95qe-b,23599.99,44.5,"3440,1440",240,0.03,OLED,21:9
Asus TUF GAMING VG249Q,https://pcpartpicker.com/product/zKbCmG/asus-tuf-gaming-vg249q-238-1920x1080-144-hz-monitor-vg249q,203.99,23.8,"1920,1080",144,,IPS,16:9
Dell G2724D,https://pcpartpicker.com/product/vyqrxr/dell-g2724d-270-2560-x-1440-165-hz-monitor-g2724d,,27,"2560,1440",165,1,IPS,16:9
KTC H32S17,https://pcpartpicker.com/product/DhP8TW/ktc-h32s17-315-2560-x-1440-165-hz-curved-monitor-h32s17,189.99,31.5,"2560,1440",165,3,VA,16:9
Samsung Odyssey G65B,https://pcpartpicker.com/product/Wg8bt6/samsung-odyssey-g65b-320-2560-x-1440-240-hz-curved-monitor-ls32bg652enxgo,615,32,"2560,1440",240,1,VA,16:9
Planar PLL2210MW,https://pcpartpicker.com/product/8pTmP6/planar-monitor-997640400,89.26,22,"1920,1080",,5,,16:9
HP OMEN 27QS,https://pcpartpicker.com/product/TdbRsY/hp-omen-27qs-270-2560-x-1440-240-hz-monitor-omen-27qs,,27,"2560,1440",240,1,IPS,16:9
BenQ ZOWIE XL2411P,https://pcpartpicker.com/product/FBYLrH/benq-zowie-xl2411p-240-1920x1080-144hz-monitor-xl2411p,,24,"1920,1080",144,1,TN,16:9
ASRock Phantom Gaming PG27FFX1B,https://pcpartpicker.com/product/szYfrH/asrock-phantom-gaming-pg27ffx1b-270-1920-x-1080-520-hz-monitor-pg27ffx1b,273.99,27,"1920,1080",520,1,IPS,16:9
MSI MAG 274CQF,https://pcpartpicker.com/product/MRnXsY/msi-mag-274cqf-270-2560-x-1440-180-hz-curved-monitor-mag-274cqf,210.99,27,"2560,1440",180,0.5,VA,16:9
Samsung Odyssey G5,https://pcpartpicker.com/product/vT848d/samsung-odyssey-g5-320-2560x1440-144-hz-monitor-lc32g57tqwnxdc,,32,"2560,1440",144,,VA,16:9
ASRock Phantom Gaming OLED PGO27QFV,https://pcpartpicker.com/product/QPsMnQ/asrock-phantom-gaming-oled-pgo27qfv-270-2560-x-1440-360-hz-monitor-pgo27qfv,,27,"2560,1440",360,0.03,QD-OLED,16:9
KOORUI 34E6UC,https://pcpartpicker.com/product/RnZXsY/koorui-34e6uc-340-3440-x-1440-165-hz-curved-monitor-34e6uc,259.98,34,"3440,1440",165,,VA,21:9
Acer VG272U W2,https://pcpartpicker.com/product/rMXV3C/acer-vg272u-w2-270-2560-x-1440-240-hz-monitor-umhv2aa201,227.99,27,"2560,1440",240,1,IPS,16:9
Pixio PXC248 Wave,https://pcpartpicker.com/product/qt3WGX/pixio-pxc248-wave-240-1920-x-1080-200-hz-curved-monitor-pxc248wavew,190.99,24,"1920,1080",200,1,VA,16:9
Xiaomi Mi,https://pcpartpicker.com/product/gc848d/xiaomi-mi-340-3440x1440-144-hz-monitor-xm700001,,34,"3440,1440",144,4,VA,21:9
Asus ROG Strix XG259QNS,https://pcpartpicker.com/product/TMNYcf/asus-rog-strix-xg259qns-245-1920-x-1080-380-hz-monitor-xg259qns,,24.5,"1920,1080",380,0.3,IPS,16:9
Dell Alienware AW2725QF,https://pcpartpicker.com/product/g7WmP6/dell-alienware-aw2725qf-270-3840-x-2160-180-hz-monitor-aw2725qf,679.99,27,"3840,2160",180,0.5,IPS,16:9
Dell Alienware AW3423DW,https://pcpartpicker.com/product/PrBG3C/dell-alienware-aw3423dw-342-3440-x-1440-175-hz-curved-monitor-aw3423dw,823.94,34.2,"3440,1440",175,0.1,QD-OLED,21:9
Acer SB220Q bi,https://pcpartpicker.com/product/GLm323/acer-sb220q-bi-215-1920x1080-75-hz-monitor-sb220q-bi,119.98,21.5,"1920,1080",75,4,IPS,16:9
ViewSonic VX3276-4K-MHD,https://pcpartpicker.com/product/3NsnTW/viewsonic-vx3276-4k-mhd-315-3840x2160-60-hz-monitor-vx3276-4k-mhd,339.99,31.5,"3840,2160",60,3,VA,16:9
Asus ROG Swift OLED PG39WCDM,https://pcpartpicker.com/product/XPP8TW/asus-rog-swift-oled-pg39wcdm-390-3440-x-1440-240-hz-curved-monitor-90lm09r0-b011b0,,39,"3440,1440",240,0.03,WOLED,21:9
AOC C24G1,https://pcpartpicker.com/product/HBRzK8/aoc-c24g1-240-1920x1080-144-hz-monitor-c24g1,,24,"1920,1080",144,1,VA,16:9
LG UltraGear 27GR75Q-B,https://pcpartpicker.com/product/2FmNnQ/lg-ultragear-27gr75q-b-270-2560-x-1440-165-hz-monitor-27gr75q-b,264,27,"2560,1440",165,1,IPS,16:9
MSI MAG 274QPF X30MV,https://pcpartpicker.com/product/Vftkcf/msi-mag-274qpf-x30mv-270-2560-x-1440-300-hz-monitor-mag-274qpf-x30mv,388.99,27,"2560,1440",300,0.5,VA Mini LED,16:9
Acer XV275U F3biipprx,https://pcpartpicker.com/product/YvcBD3/acer-xv275u-f3biipprx-270-2560-x-1440-320-hz-monitor-umhx5aa302,367.81,27,"2560,1440",320,0.5,IPS Mini LED,16:9
Asus VA249QG,https://pcpartpicker.com/product/vBWmP6/asus-va249qg-238-1920-x-1080-120-hz-monitor-va249qg,123,23.8,"1920,1080",120,,IPS,16:9
Corsair XENEON 34WQHD240-C,https://pcpartpicker.com/product/3DBzK8/corsair-xeneon-34wqhd240-c-340-3440-x-1440-240-hz-curved-monitor-cm-9030005-na,,34,"3440,1440",240,0.03,QD-OLED,21:9
Asus TUF Gaming VG34VQL1B,https://pcpartpicker.com/product/fP6p99/asus-tuf-gaming-vg34vql1b-340-3440x1440-165-hz-monitor-vg34vql1b,299.99,34,"3440,1440",165,,,21:9
Dell UltraSharp U2725QE,https://pcpartpicker.com/product/FFxTwP/dell-ultrasharp-u2725qe-270-3840-x-2160-120-hz-monitor-u2725qe,728.88,27,"3840,2160",120,5,IPS,16:9
ASRock PG27FFT1A,https://pcpartpicker.com/product/TBMMnQ/asrock-pg27fft1a-270-1920-x-1080-180-hz-monitor-pg27fft1a,126.77,27,"1920,1080",180,,IPS,16:9
ViewSonic VA2247-MH,https://pcpartpicker.com/product/YsC48d/viewsonic-va2247-mh-220-1920x1080-75-hz-monitor-va2247-mh,79.98,22,"1920,1080",75,5,VA,16:9
MSI MAG 274URFW,https://pcpartpicker.com/product/LHmNnQ/msi-mag-274urfw-270-3840-x-2160-160-hz-monitor-mag-274urfw,279.99,27,"3840,2160",160,0.5,IPS,16:9
LG UltraGear 39GS95QE-B,https://pcpartpicker.com/product/qxqrxr/lg-ultragear-39gs95qe-b-390-3440-x-1440-240-hz-curved-monitor-39gs95qe-b,1107,39,"3440,1440",240,0.03,OLED,21:9
Gigabyte ‎M28U,https://pcpartpicker.com/product/GzWzK8/gigabyte-m28u-280-3840x2160-144-hz-monitor-m28u-sa,,28,"3840,2160",144,1,IPS,16:9
KOORUI 27E3QK,https://pcpartpicker.com/product/LvLdnQ/koorui-27e3qk-270-2560-x-1440-240-hz-monitor-27e3qk,,27,"2560,1440",240,1,IPS,16:9
AOC CQ27G4X,https://pcpartpicker.com/product/QHV2FT/aoc-cq27g4x-270-2560-x-1440-180-hz-curved-monitor-cq27g4x,311.99,27,"2560,1440",180,1,VA,16:9
AOC Q27G4XN,https://pcpartpicker.com/product/bGVfrH/aoc-q27g4xn-270-2560-x-1440-180-hz-monitor-q27g4xn,,27,"2560,1440",180,1,VA,16:9
MSI MAG 256F,https://pcpartpicker.com/product/qK9wrH/msi-mag-256f-245-1920-x-1080-180-hz-monitor-mag-256f,109.99,24.5,"1920,1080",180,1,IPS,16:9
AOC AGON Pro AG326UD,https://pcpartpicker.com/product/rNG2FT/aoc-agon-pro-ag326ud-315-3840-x-2160-165-hz-monitor-ag326ud,804.99,31.5,"3840,2160",165,0.03,QD-OLED,16:9
KTC H32S25E,https://pcpartpicker.com/product/QZqNnQ/ktc-h32s25e-320-2560-x-1440-240-hz-curved-monitor-h32s25e,283.99,32,"2560,1440",240,,VA,16:9
Acer KG241Y Sbiip,https://pcpartpicker.com/product/zNt9TW/acer-kg241y-sbiip-238-1920-x-1080-165-hz-monitor-umqx1aas01,127.99,23.8,"1920,1080",165,,VA,16:9
Dell AW2723DF,https://pcpartpicker.com/product/ssH7YJ/dell-aw2723df-270-2560-x-1440-240-hz-monitor-aw2723df,548,27,"2560,1440",240,1,IPS,16:9
BenQ ZOWIE XL2540K,https://pcpartpicker.com/product/fymFf7/benq-zowie-xl2540k-245-1920-x-1080-240-hz-monitor-xl2540k,,24.5,"1920,1080",240,,TN,16:9
Dell UltraSharp U4025QW,https://pcpartpicker.com/product/k6zXsY/dell-ultrasharp-u4025qw-397-5120-x-2160-120-hz-curved-monitor-u4025qw,1576.02,39.7,"5120,2160",120,5,IPS,64:27
LG UltraGear OLED 39GS95QE-W,https://pcpartpicker.com/product/bmFCmG/lg-ultragear-oled-39gs95qe-w-390-3440-x-1440-240-hz-curved-monitor-39gs95qe-w,,39,"3440,1440",240,0.03,OLED,21:9
LG UltraGear 34GP63A-B,https://pcpartpicker.com/product/pt3NnQ/lg-ultragear-34gp63a-b-340-3440-x-1440-160-hz-curved-monitor-34gp63a-b,342.99,34,"3440,1440",160,5,VA,21:9
KTC H32T13,https://pcpartpicker.com/product/8tLp99/ktc-h32t13-320-2560-x-1440-120-hz-monitor-h32t13,179.99,32,"2560,1440",120,3,IPS,16:9
Asus ROG Strix XG27AQMR,https://pcpartpicker.com/product/xPV2FT/asus-rog-strix-xg27aqmr-270-2560-x-1440-300-hz-monitor-rog-strix-xg27aqmr,470.77,27,"2560,1440",300,1,IPS,16:9
Samsung ViewFinity S50GC,https://pcpartpicker.com/product/sMCZxr/samsung-viewfinity-s50gc-340-3440-x-1440-100-hz-monitor-ls34c502ganxza,224.99,34,"3440,1440",100,5,VA,21:9
BenQ ZOWIE XL2586X,https://pcpartpicker.com/product/gmhv6h/benq-zowie-xl2586x-241-1920-x-1080-540-hz-monitor-xl2586x,921.99,24.1,"1920,1080",540,,TN,16:9
Pixio PX246 Wave,https://pcpartpicker.com/product/NbKnTW/pixio-px246-wave-240-1920-x-1080-120-hz-monitor-810166730693,138.99,24,"1920,1080",120,4,IPS,16:9
Pixio PX278 Wave,https://pcpartpicker.com/product/nC3NnQ/pixio-px278-wave-270-2560-x-1440-180-hz-monitor-px278wavew,264.99,27,"2560,1440",180,1,IPS,16:9
MSI Optix G32C4W,https://pcpartpicker.com/product/Hd8bt6/msi-optix-g32c4w-315-1920-x-1080-165-hz-curved-monitor-optix-g32c4w,171,31.5,"1920,1080",165,,VA,16:9
Samsung Odyssey G5 C34G55T,https://pcpartpicker.com/product/Fbt9TW/samsung-odyssey-g5-c34g55t-340-3440x1440-165-hz-monitor-lc34g55twwnxza,349.99,34,"3440,1440",165,,VA,21:9
MSI MAG 244C,https://pcpartpicker.com/product/4y8Pxr/msi-mag-244c-236-1920-x-1080-180-hz-curved-monitor-mag-244c,132.99,23.6,"1920,1080",180,,VA,16:9
BenQ MOBIUZ EX2710Q,https://pcpartpicker.com/product/HLH7YJ/benq-mobiuz-ex2710q-270-2560x1440-165-hz-monitor-ex2710q,239.99,27,"2560,1440",165,2,IPS,16:9
MSI G32C4X,https://pcpartpicker.com/product/DxWJ7P/msi-g32c4x-315-1920-x-1080-250-hz-curved-monitor-g32c4x,243.75,31.5,"1920,1080",250,,VA,16:9
MSI MAG 274UPDF E16M,https://pcpartpicker.com/product/VtqNnQ/msi-mag-274updf-e16m-270-3840-x-2160-160-hz-monitor-mag-274updf-e16m,441.95,27,"3840,2160",160,0.5,IPS Mini LED,16:9
Pixio PX278 Wave,https://pcpartpicker.com/product/LY4Zxr/pixio-px278-wave-270-2560-x-1440-180-hz-monitor-px278wavek,215.99,27,"2560,1440",180,1,IPS,16:9
Samsung T350,https://pcpartpicker.com/product/xsmmP6/samsung-t350-240-1920x1080-75-hz-monitor-lf24t350fhnxza,157,24,"1920,1080",75,5,IPS,16:9
