name,part_url,color,cas_latency,manufacturer,part_number,form_factor,is_ecc,is_registered,modules_count,modules_size,memory_type,frequency
Crucial Pro 64 GB,https://pcpartpicker.com/product/QP88TW/crucial-pro-64-gb-2-x-32-gb-ddr5-5600-cl46-memory-cp2k32g56c46u5,Black,46.0,Crucial,CP2K32G56C46U5,288-pin DIMM (DDR5),False,False,2,32,DDR5,5600.0
Kingston FURY Beast 8 GB,https://pcpartpicker.com/product/tz3gXL/kingston-fury-beast-8-gb-1-x-8-gb-ddr5-5600-cl40-memory-kf556c40bb-8,Black,40.0,Kingston,KF556C40BB-8,288-pin DIMM (DDR5),False,False,1,8,DDR5,5600.0
Corsair Vengeance RGB 32 GB,https://pcpartpicker.com/product/C2zp99/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmh32gx5m2b6000z30w,White,30.0,Corsair,CMH32GX5M2B6000Z30W,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Kingston FURY Beast 16 GB,https://pcpartpicker.com/product/vJTp99/kingston-fury-beast-16-gb-1-x-16-gb-ddr4-3200-cl16-memory-kf432c16bb16,Black,16.0,Kingston,KF432C16BB/16,288-pin DIMM (DDR4),False,False,1,16,DDR4,3200.0
G.Skill Ripjaws V 16 GB,https://pcpartpicker.com/product/p2mxFT/gskill-memory-f43000c14d16gvr,Red,14.0,G.Skill,F4-3000C14D-16GVR,288-pin DIMM (DDR4),False,False,2,8,DDR4,3000.0
G.Skill Trident Z5 RGB 32 GB,https://pcpartpicker.com/product/mhJgXL/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-tz5rk,Black,36.0,G.Skill,F5-6000J3636F16GX2-TZ5RK,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Corsair Vengeance 64 GB,https://pcpartpicker.com/product/TJZ9TW/corsair-vengeance-64-gb-2-x-32-gb-ddr5-5200-cl40-memory-cmk64gx5m2b5200c40,Black,40.0,Corsair,CMK64GX5M2B5200C40,288-pin DIMM (DDR5),False,False,2,32,DDR5,5200.0
Corsair Vengeance LPX 16 GB,https://pcpartpicker.com/product/CK66Mp/corsair-vengeance-lpx-16-gb-2-x-8-gb-ddr4-2666-memory-cmk16gx4m2z2666c16,Black,16.0,Corsair,CMK16GX4M2Z2666C16,288-pin DIMM (DDR4),False,False,2,8,DDR4,2666.0
Patriot Viper Venom 16 GB,https://pcpartpicker.com/product/9Mt9TW/patriot-viper-venom-16-gb-2-x-8-gb-ddr5-5600-cl40-memory-pvv516g560c40k,Black / White,40.0,Patriot,PVV516G560C40K,288-pin DIMM (DDR5),False,False,2,8,DDR5,5600.0
Corsair Vengeance LPX 64 GB,https://pcpartpicker.com/product/k2mFf7/corsair-vengeance-lpx-64-gb-2-x-32-gb-ddr4-3200-memory-cmk64gx4m2e3200c16,Black / Yellow,16.0,Corsair,CMK64GX4M2E3200C16,288-pin DIMM (DDR4),False,False,2,32,DDR4,3200.0
Kingston FURY Beast RGB 16 GB,https://pcpartpicker.com/product/nycgXL/kingston-fury-beast-rgb-16-gb-2-x-8-gb-ddr5-6000-cl36-memory-kf560c36bbeak2-16,Black,36.0,Kingston,KF560C36BBEAK2-16,288-pin DIMM (DDR5),False,False,2,8,DDR5,6000.0
G.Skill Ripjaws X 8 GB,https://pcpartpicker.com/product/LzTmP6/gskill-memory-f312800cl9d8gbxl,Black / Red,9.0,G.Skill,F3-12800CL9D-8GBXL,240-pin DIMM (DDR3),False,False,2,4,DDR3,1600.0
G.Skill Trident Z5 Neo RGB 32 GB,https://pcpartpicker.com/product/PBM48d/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-tz5nr,Black,36.0,G.Skill,F5-6000J3636F16GX2-TZ5NR,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Kingston FURY Beast 32 GB,https://pcpartpicker.com/product/qs92FT/kingston-fury-beast-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-kf556c36bbek2-32,Black,36.0,Kingston,KF556C36BBEK2-32,288-pin DIMM (DDR5),False,False,2,16,DDR5,5600.0
Patriot Viper Elite II 32 GB,https://pcpartpicker.com/product/7qddnQ/patriot-viper-elite-ii-32-gb-2-x-16-gb-ddr4-3200-cl18-memory-pve2432g320c8k,Red / Black,18.0,Patriot,PVE2432G320C8K,288-pin DIMM (DDR4),False,False,2,16,DDR4,3200.0
G.Skill Trident Z5 RGB 64 GB,https://pcpartpicker.com/product/636p99/gskill-trident-z5-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-f5-6400j3239g32gx2-tz5rk,Black / Silver,32.0,G.Skill,F5-6400J3239G32GX2-TZ5RK,288-pin DIMM (DDR5),False,False,2,32,DDR5,6400.0
Kingston FURY Beast RGB 32 GB,https://pcpartpicker.com/product/LjFmP6/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kf560c30bweak2-32,White,30.0,Kingston,KF560C30BWEAK2-32,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
G.Skill Trident Z5 RGB 128 GB,https://pcpartpicker.com/product/QwZWGX/gskill-trident-z5-rgb-128-gb-2-x-64-gb-ddr5-6400-cl36-memory-f5-6400j3644f64gx2-tz5rk,Black,36.0,G.Skill,F5-6400J3644F64GX2-TZ5RK,288-pin DIMM (DDR5),False,False,2,64,DDR5,6400.0
Corsair Dominator Titanium 32 GB,https://pcpartpicker.com/product/vTjRsY/corsair-dominator-titanium-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmp32gx5m2b6000c30w,White,30.0,Corsair,CMP32GX5M2B6000C30W,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Corsair Vengeance RGB 128 GB,https://pcpartpicker.com/product/PNsV3C/corsair-vengeance-rgb-128-gb-4-x-32-gb-ddr5-5600-cl40-memory-cmh128gx5m4b5600c40,Black,40.0,Corsair,CMH128GX5M4B5600C40,288-pin DIMM (DDR5),False,False,4,32,DDR5,5600.0
G.Skill Trident Z5 Neo 128 GB,https://pcpartpicker.com/product/6My8TW/gskill-trident-z5-neo-128-gb-2-x-64-gb-ddr5-6000-cl32-memory-f5-6000j3244g64gx2-tz5nr,Black,32.0,G.Skill,F5-6000J3244G64GX2-TZ5NR,288-pin DIMM (DDR5),False,False,2,64,DDR5,6000.0
Kingston HyperX Fury 16 GB,https://pcpartpicker.com/product/QBrYcf/kingston-hyperx-fury-16-gb-2-x-8-gb-ddr4-3200-memory-hx432c16fb3k216,Black / Silver,16.0,Kingston,HX432C16FB3K2/16,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
Patriot Viper Venom 16 GB,https://pcpartpicker.com/product/nxFCmG/patriot-viper-venom-16-gb-1-x-16-gb-ddr5-6000-cl30-memory-pvv516g60c30,Black / White,30.0,Patriot,PVV516G60C30,288-pin DIMM (DDR5),False,False,1,16,DDR5,6000.0
G.Skill Trident Z5 RGB 32 GB,https://pcpartpicker.com/product/RXGbt6/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-f5-6400j3239g16gx2-tz5rk,Black,32.0,G.Skill,F5-6400J3239G16GX2-TZ5RK,288-pin DIMM (DDR5),False,False,2,16,DDR5,6400.0
TEAMGROUP T-Force Vulcan Z 16 GB,https://pcpartpicker.com/product/2Bnypg/team-t-force-vulcan-z-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-tlzgd416g3200hc16fdc01,Gray,16.0,TEAMGROUP,TLZGD416G3200HC16FDC01,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
Silicon Power XPOWER Zenith Gaming 32 GB,https://pcpartpicker.com/product/ypRwrH/silicon-power-xpower-zenith-gaming-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-sp032gxlwu60afdg,White,30.0,Silicon Power,SP032GXLWU60AFDG|SU032GXLWU60AFDGSW|SU032GXLWU60AFDGAB|SU032GXLWU60AFDGEC,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
G.Skill Trident Z RGB 32 GB,https://pcpartpicker.com/product/pdfnTW/gskill-trident-z-rgb-32-gb-2-x-16-gb-ddr4-4000-cl18-memory-f4-4000c18d-32gtzr,Black,18.0,G.Skill,F4-4000C18D-32GTZR,288-pin DIMM (DDR4),False,False,2,16,DDR4,4000.0
G.Skill Trident Z5 Neo RGB 64 GB,https://pcpartpicker.com/product/mZDnTW/gskill-trident-z5-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl26-memory-f5-6000j2636h32gx2-tz5nr,Black,26.0,G.Skill,F5-6000J2636H32GX2-TZ5NR,288-pin DIMM (DDR5),False,False,2,32,DDR5,6000.0
TEAMGROUP T-Force Delta RGB 16 GB,https://pcpartpicker.com/product/TBfFf7/team-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tf4d416g3600hc18jdc01,White,18.0,TEAMGROUP,TF4D416G3600HC18JDC01,288-pin DIMM (DDR4),False,False,2,8,DDR4,3600.0
Crucial Pro Overclocking 64 GB,https://pcpartpicker.com/product/9RVfrH/crucial-pro-overclocking-64-gb-2-x-32-gb-ddr5-6400-cl40-memory-cp2k32g64c40u5b,Black,40.0,Crucial,CP2K32G64C40U5B,288-pin DIMM (DDR5),False,False,2,32,DDR5,6400.0
Crucial CT16G4DFRA32A 16 GB,https://pcpartpicker.com/product/pWH8TW/crucial-ct16g4dfra32a-16-gb-1-x-16-gb-ddr4-3200-cl22-memory-ct16g4dfra32a,Green,22.0,Crucial,CT16G4DFRA32A,288-pin DIMM (DDR4),False,False,1,16,DDR4,3200.0
Patriot Viper Steel 32 GB,https://pcpartpicker.com/product/6QTzK8/patriot-viper-steel-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-pvs432g360c8k,Silver / Black,18.0,Patriot,PVS432G360C8K,288-pin DIMM (DDR4),False,False,2,16,DDR4,3600.0
G.Skill Ripjaws V 16 GB,https://pcpartpicker.com/product/n6RgXL/gskill-ripjaws-v-16-gb-2-x-8-gb-ddr4-3600-memory-f4-3600c18d-16gvk,Black,18.0,G.Skill,F4-3600C18D-16GVK,288-pin DIMM (DDR4),False,False,2,8,DDR4,3600.0
G.Skill Trident Z RGB 64 GB,https://pcpartpicker.com/product/gRMTwP/gskill-trident-z-rgb-64-gb-2-x-32-gb-ddr4-3600-memory-f4-3600c18d-64gtzr,Black,18.0,G.Skill,F4-3600C18D-64GTZR,288-pin DIMM (DDR4),False,False,2,32,DDR4,3600.0
Crucial Pro 32 GB,https://pcpartpicker.com/product/gwXMnQ/crucial-pro-32-gb-2-x-16-gb-ddr5-6000-cl48-memory-cp2k16g60c48u5,Black,48.0,Crucial,CP2K16G60C48U5,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Corsair Vengeance LPX 16 GB,https://pcpartpicker.com/product/wZ22FT/corsair-vengeance-lpx-16gb-2-x-8gb-ddr4-3000-memory-cmk16gx4m2d3000c16,Black,16.0,Corsair,CMK16GX4M2D3000C16,288-pin DIMM (DDR4),False,False,2,8,DDR4,3000.0
G.Skill Aegis 16 GB,https://pcpartpicker.com/product/mcH8TW/gskill-aegis-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-f4-3200c16d-16gis,Red / Black,16.0,G.Skill,F4-3200C16D-16GIS,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
TEAMGROUP T-Create Expert 32 GB,https://pcpartpicker.com/product/QzP8TW/teamgroup-t-create-expert-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ctcwd532g6000hc30dc01,White,30.0,TEAMGROUP,CTCWD532G6000HC30DC01,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Corsair Vengeance 4 GB,https://pcpartpicker.com/product/9WQypg/corsair-memory-cmz4gx3m2a1600c9,Black / Silver,9.0,Corsair,CMZ4GX3M2A1600C9,240-pin DIMM (DDR3),False,False,2,2,DDR3,1600.0
Kingston FURY Beast 16 GB,https://pcpartpicker.com/product/vmsV3C/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-6000-cl30-memory-kf560c30bbek2-16,Black,30.0,Kingston,KF560C30BBEK2-16,288-pin DIMM (DDR5),False,False,2,8,DDR5,6000.0
Corsair Vengeance LPX 16 GB,https://pcpartpicker.com/product/VNJtt6/corsair-16-gb-2-x-8-gb-ddr4-3600-memory-cmk16gx4m2d3600c18,Black,18.0,Corsair,CMK16GX4M2D3600C18,288-pin DIMM (DDR4),False,False,2,8,DDR4,3600.0
Patriot Signature Premium 8 GB,https://pcpartpicker.com/product/GGm323/patriot-signature-premium-8-gb-1-x-8-gb-ddr4-2666-memory-psp48g266681h1,Black,19.0,Patriot,PSP48G266681H1,288-pin DIMM (DDR4),False,False,1,8,DDR4,2666.0
Timetec PINNACLE Konduit 16 GB,https://pcpartpicker.com/product/k4dG3C/timetec-pinnacle-konduit-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-pkmd4u32c16cnhb8gk2,Black,16.0,Timetec,PKMD4U32C16CNHB8GK2,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
Supermicro MEM-DR412L-SL02-LR26 128 GB,https://pcpartpicker.com/product/yLYLrH/supermicro-128gb-1-x-128gb-registered-ddr4-2666-memory-mem-dr412l-sl02-lr26,Green / Black,22.0,Supermicro,MEM-DR412L-SL02-LR26,288-pin DIMM (DDR4),True,True,1,128,DDR4,2666.0
Corsair Vengeance 32 GB,https://pcpartpicker.com/product/TGGhP6/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6400-cl36-memory-cmk32gx5m2b6400c36,Black,36.0,Corsair,CMK32GX5M2B6400C36,288-pin DIMM (DDR5),False,False,2,16,DDR5,6400.0
Crucial Pro 64 GB,https://pcpartpicker.com/product/s288TW/crucial-pro-64-gb-2-x-32-gb-ddr4-3200-cl22-memory-cp2k32g4dfra32a,Black / Green,22.0,Crucial,CP2K32G4DFRA32A,288-pin DIMM (DDR4),False,False,2,32,DDR4,3200.0
Crucial CP2K64G56C46U5 128 GB,https://pcpartpicker.com/product/Z3wD4D/crucial-cp2k64g56c46u5-128-gb-2-x-64-gb-ddr5-5600-cl46-memory-cp2k64g56c46u5,Black,46.0,Crucial,CP2K64G56C46U5,288-pin DIMM (DDR5),False,False,2,64,DDR5,5600.0
V-Color Manta XSky RGB 32 GB,https://pcpartpicker.com/product/YHDnTW/v-color-manta-xsky-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-tmxsal1660830kwk,Black,30.0,V-Color,TMXSAL1660830KWK,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
TEAMGROUP T-Force Delta RGB 16 GB,https://pcpartpicker.com/product/7Wytt6/team-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tf3d416g3600hc18jdc01,Black,18.0,TEAMGROUP,TF3D416G3600HC18JDC01,288-pin DIMM (DDR4),False,False,2,8,DDR4,3600.0
Corsair Dominator Titanium 96 GB,https://pcpartpicker.com/product/ZsvD4D/corsair-dominator-titanium-96-gb-2-x-48-gb-ddr5-6600-cl32-memory-cmp96gx5m2b6600c32,Black,32.0,Corsair,CMP96GX5M2B6600C32,288-pin DIMM (DDR5),False,False,2,48,DDR5,6600.0
V-Color Manta XSky RGB 32 GB,https://pcpartpicker.com/product/BZKnTW/v-color-manta-xsky-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-tmxsal1660836kwk,Black,36.0,V-Color,TMXSAL1660836KWK,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Silicon Power SP008GBLVU480G02 8 GB,https://pcpartpicker.com/product/pdBG3C/silicon-power-sp008gblvu480g02-8-gb-1-x-8-gb-ddr5-4800-cl40-memory-sp008gblvu480g02,,40.0,Silicon Power,SP008GBLVU480G02,288-pin DIMM (DDR5),False,False,1,8,DDR5,4800.0
Corsair Vengeance 32 GB,https://pcpartpicker.com/product/YBWzK8/corsair-vengeance-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-cmk32gx5m2b5200c40,Black,40.0,Corsair,CMK32GX5M2B5200C40,288-pin DIMM (DDR5),False,False,2,16,DDR5,5200.0
Corsair Vengeance LPX 16 GB,https://pcpartpicker.com/product/nrc48d/corsair-vengeance-lpx-16gb-2-x-8gb-ddr4-3000-memory-cmk16gx4m2d3000c16w,White,16.0,Corsair,CMK16GX4M2D3000C16W,288-pin DIMM (DDR4),False,False,2,8,DDR4,3000.0
Crucial Ballistix MAX 16 GB,https://pcpartpicker.com/product/DLZzK8/crucial-ballistix-max-16-gb-2-x-8-gb-ddr4-5100-cl19-memory-blm2k8g51c19u4b,Black,19.0,Crucial,BLM2K8G51C19U4B,288-pin DIMM (DDR4),False,False,2,8,DDR4,5100.0
Lexar THOR OC 32 GB,https://pcpartpicker.com/product/xtqrxr/lexar-thor-oc-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-ld5u16g60c32lg-rud,Black / Gold,32.0,Lexar,LD5U16G60C32LG-RUD,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Samsung M378A1K43CB2-CRC 8 GB,https://pcpartpicker.com/product/TZvqqs/samsung-8-gb-1-x-8-gb-ddr4-2400-memory-m378a1k43cb2-crc,Green,17.0,Samsung,M378A1K43CB2-CRC,288-pin DIMM (DDR4),False,False,1,8,DDR4,2400.0
Corsair Dominator Titanium 64 GB,https://pcpartpicker.com/product/2pV2FT/corsair-dominator-titanium-64-gb-2-x-32-gb-ddr5-6600-cl32-memory-cmp64gx5m2x6600c32,Black,32.0,Corsair,CMP64GX5M2X6600C32,288-pin DIMM (DDR5),False,False,2,32,DDR5,6600.0
G.Skill Flare X5 128 GB,https://pcpartpicker.com/product/BDm2FT/gskill-flare-x5-128-gb-2-x-64-gb-ddr5-6000-cl32-memory-f5-6000j3244g64gx2-fx5,Black,32.0,G.Skill,F5-6000J3244G64GX2-FX5,288-pin DIMM (DDR5),False,False,2,64,DDR5,6000.0
Kingston FURY Beast 32 GB,https://pcpartpicker.com/product/q4vscf/kingston-fury-beast-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-kf560c36bbe2k2-32,Black,36.0,Kingston,KF560C36BBE2K2-32,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Corsair Vengeance 16 GB,https://pcpartpicker.com/product/2CRYcf/corsair-vengeance-16-gb-1-x-16-gb-ddr5-5200-cl40-memory-cmk16gx5m1b5200c40,Black,40.0,Corsair,CMK16GX5M1B5200C40,288-pin DIMM (DDR5),False,False,1,16,DDR5,5200.0
G.Skill Aegis 16 GB,https://pcpartpicker.com/product/FNprxr/gskill-aegis-16-gb-2-x-8-gb-ddr4-3000-cl16-memory-f4-3000c16d-16gisb,Black / Red,16.0,G.Skill,F4-3000C16D-16GISB,288-pin DIMM (DDR4),False,False,2,8,DDR4,3000.0
Corsair Dominator Platinum 64 GB,https://pcpartpicker.com/product/nKp323/corsair-memory-cmd64gx4m4c3200c16,Black / Silver,16.0,Corsair,CMD64GX4M4C3200C16,288-pin DIMM (DDR4),False,False,4,16,DDR4,3200.0
TEAMGROUP Vulcan Z 16 GB,https://pcpartpicker.com/product/768bt6/team-vulcan-z-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tlzgd416g3600hc18jdc01,Black,18.0,TEAMGROUP,TLZGD416G3600HC18JDC01,288-pin DIMM (DDR4),False,False,2,8,DDR4,3600.0
G.Skill Trident Z RGB 128 GB,https://pcpartpicker.com/product/qxkgXL/gskill-trident-z-rgb-128-gb-4-x-32-gb-ddr4-3600-memory-f4-3600c18q-128gtzr,Black,18.0,G.Skill,F4-3600C18Q-128GTZR,288-pin DIMM (DDR4),False,False,4,32,DDR4,3600.0
Corsair Vengeance 64 GB,https://pcpartpicker.com/product/xfpQzy/corsair-vengeance-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmk64gx5m2b6000z30,Black / Gray,30.0,Corsair,CMK64GX5M2B6000Z30,288-pin DIMM (DDR5),False,False,2,32,DDR5,6000.0
Kingston FURY Beast 16 GB,https://pcpartpicker.com/product/gG8bt6/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-5600-cl40-memory-kf556c40bbk2-16,Black,40.0,Kingston,KF556C40BBK2-16,288-pin DIMM (DDR5),False,False,2,8,DDR5,5600.0
Kingston FURY Beast RGB 16 GB,https://pcpartpicker.com/product/6msV3C/kingston-fury-beast-rgb-16-gb-1-x-16-gb-ddr5-6000-cl30-memory-kf560c30bbea-16,Black,30.0,Kingston,KF560C30BBEA-16,288-pin DIMM (DDR5),False,False,1,16,DDR5,6000.0
Kingston FURY Beast RGB 8 GB,https://pcpartpicker.com/product/cmTp99/kingston-fury-beast-rgb-8-gb-1-x-8-gb-ddr5-5200-cl40-memory-kf552c40bba-8,Black,40.0,Kingston,KF552C40BBA-8,288-pin DIMM (DDR5),False,False,1,8,DDR5,5200.0
Kingston KHX8500D2K2/4GR 4 GB,https://pcpartpicker.com/product/xfBv6h/kingston-hyperx-4gb-2-x-2gb-ddr2-1066-memory-khx8500d2k24g,Blue,5.0,Kingston,KHX8500D2K2/4G,240-pin DIMM (DDR2),False,False,2,2,DDR2,1066.0
G.Skill Trident Z Neo 32 GB,https://pcpartpicker.com/product/w3FKHx/gskill-trident-z-neo-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-f4-3600c16d-32gtznc,Black / Silver,16.0,G.Skill,F4-3600C16D-32GTZNC,288-pin DIMM (DDR4),False,False,2,16,DDR4,3600.0
Kingston FURY Beast 64 GB,https://pcpartpicker.com/product/pbWJ7P/kingston-fury-beast-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-kf564c32bbek2-64,Black,32.0,Kingston,KF564C32BBEK2-64,288-pin DIMM (DDR5),False,False,2,32,DDR5,6400.0
G.Skill Trident Z5 Royal 32 GB,https://pcpartpicker.com/product/s3fxFT/gskill-trident-z5-royal-32-gb-2-x-16-gb-ddr5-6400-cl30-memory-f5-6400j3039g16gx2-tr5s,White,30.0,G.Skill,F5-6400J3039G16GX2-TR5S,288-pin DIMM (DDR5),False,False,2,16,DDR5,6400.0
Kingston FURY Beast RGB 32 GB,https://pcpartpicker.com/product/TNCZxr/kingston-fury-beast-rgb-32-gb-1-x-32-gb-ddr5-6000-cl30-memory-kf560c30bba-32,Black,30.0,Kingston,KF560C30BBA-32,288-pin DIMM (DDR5),False,False,1,32,DDR5,6000.0
ADATA XPG Lancer Blade RGB 32 GB,https://pcpartpicker.com/product/Q3dG3C/adata-xpg-lancer-blade-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ax5u6000c3016g-dtlabrbk,Black,30.0,ADATA,AX5U6000C3016G-DTLABRBK,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
G.Skill Trident Z5 RGB 48 GB,https://pcpartpicker.com/product/2VCZxr/gskill-trident-z5-rgb-48-gb-2-x-24-gb-ddr5-8400-cl40-memory-f5-8400j4052g24gx2-tz5rk,Black,40.0,G.Skill,F5-8400J4052G24GX2-TZ5RK,288-pin DIMM (DDR5),False,False,2,24,DDR5,8400.0
Corsair Vengeance LPX 16 GB,https://pcpartpicker.com/product/y9rcCJ/corsair-memory-cmk16gx4m2a2400c16,Black / Yellow,16.0,Corsair,CMK16GX4M2A2400C16,288-pin DIMM (DDR4),False,False,2,8,DDR4,2400.0
TEAMGROUP T-Force Vulcan Z 32 GB,https://pcpartpicker.com/product/bcnypg/team-t-force-vulcan-z-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-tlzgd432g3200hc16fdc01,Gray,16.0,TEAMGROUP,TLZGD432G3200HC16FDC01,288-pin DIMM (DDR4),False,False,2,16,DDR4,3200.0
Kingston HyperX Fury 8 GB,https://pcpartpicker.com/product/Fb7p99/kingston-hyperx-fury-8-gb-1-x-8-gb-ddr4-2666-cl16-memory-hx426c16fb38,Black,16.0,Kingston,HX426C16FB3/8,288-pin DIMM (DDR4),False,False,1,8,DDR4,2666.0
Kingston FURY Beast 16 GB,https://pcpartpicker.com/product/HCxRsY/kingston-fury-beast-16-gb-1-x-16-gb-ddr5-5600-cl40-memory-kf556c40bb-16,Black,40.0,Kingston,KF556C40BB-16,288-pin DIMM (DDR5),False,False,1,16,DDR5,5600.0
Corsair Vengeance LPX 16 GB,https://pcpartpicker.com/product/dDTrxr/corsair-vengeance-lpx-16gb-1-x-16gb-ddr4-2400-memory-cmk16gx4m1a2400c14,Black,14.0,Corsair,CMK16GX4M1A2400C14,288-pin DIMM (DDR4),False,False,1,16,DDR4,2400.0
OLOy MD4U083216BJDA 16 GB,https://pcpartpicker.com/product/fByqqs/oloy-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-md4u083216bjda,Black,16.0,OLOy,MD4U083216BJDA,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
G.Skill Trident Z5 Royal Neo RGB 64 GB,https://pcpartpicker.com/product/NfPv6h/gskill-trident-z5-royal-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3036g32gx2-tr5ns,Silver,30.0,G.Skill,F5-6000J3036G32GX2-TR5NS,288-pin DIMM (DDR5),False,False,2,32,DDR5,6000.0
Corsair Vengeance RGB 64 GB,https://pcpartpicker.com/product/Nn9wrH/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmh64gx5m2b6000c30w,White / Silver,30.0,Corsair,CMH64GX5M2B6000C30W,288-pin DIMM (DDR5),False,False,2,32,DDR5,6000.0
Kingston FURY Beast RGB 64 GB,https://pcpartpicker.com/product/wjFmP6/kingston-fury-beast-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-kf560c30bbeak2-64,Black,30.0,Kingston,KF560C30BBEAK2-64,288-pin DIMM (DDR5),False,False,2,32,DDR5,6000.0
G.Skill Trident Z5 CK RGB 48 GB,https://pcpartpicker.com/product/k39nTW/gskill-trident-z5-ck-rgb-48-gb-2-x-24-gb-ddr5-9600-cl46-memory-f5-9600c4658h24gx2-tz5crk,Black,46.0,G.Skill,F5-9600C4658H24GX2-TZ5CRK,288-pin DIMM (DDR5),False,False,2,24,DDR5,9600.0
ADATA XPG SPECTRIX D50 16 GB,https://pcpartpicker.com/product/qqjBD3/adata-xpg-spectrix-d50-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-ax4u32008g16a-dw50,White,16.0,ADATA,AX4U32008G16A-DW50,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
Silicon Power SP004GBLFU240N02 4 GB,https://pcpartpicker.com/product/TXKKHx/silicon-power-sp004gblfu240n02-4-gb-1-x-4-gb-ddr4-2400-cl17-memory-sp004gblfu240n02,,17.0,Silicon Power,SP004GBLFU240N02,288-pin DIMM (DDR4),False,False,1,4,DDR4,2400.0
Corsair Dominator Titanium 32 GB,https://pcpartpicker.com/product/JY26Mp/corsair-dominator-titanium-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmp32gx5m2b6000c30,Black,30.0,Corsair,CMP32GX5M2B6000C30,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
OLOy MD4U082619BBSA 8 GB,https://pcpartpicker.com/product/3j3H99/oloy-8-gb-1-x-8-gb-ddr4-2666-memory-md4u082619bbsa,Red / Black,19.0,OLOy,MD4U082619BBSA,288-pin DIMM (DDR4),False,False,1,8,DDR4,2666.0
Patriot Viper Venom RGB 32 GB,https://pcpartpicker.com/product/YYcBD3/patriot-viper-venom-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-pvvr532g600c30k,Black / Silver,30.0,Patriot,PVVR532G600C30K,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
