name,part_url,core_count,core_clock,boost_clock,microarchitecture,tdp,graphics,manufacturer,part_number,socket,max_memory,ecc_support
AMD EPYC 4584PX,https://pcpartpicker.com/product/gHXV3C/amd-epyc-4584px-42-ghz-16-core-processor-100-100001481wof,16,4.2,5.7,Zen 4,120,Radeon,AMD,100-100001481WOF,AM5,,True
Intel Xeon E5-2650L,https://pcpartpicker.com/product/3BsKHx/intel-cpu-cm8062107185309,8,1.8,2.3,Sandy Bridge,70,,Intel,CM8062107185309,LGA2011,,True
Intel Xeon E5-2640 V3,https://pcpartpicker.com/product/HKH48d/intel-cpu-cm8064401830901,8,2.6,3.4,Haswell,90,,Intel,CM8064401830901,LGA2011-3,,True
Intel Celeron G3950,https://pcpartpicker.com/product/ZPL7YJ/intel-celeron-g3950-30ghz-dual-core-processor-bx80677g3950,2,3.0,,Kaby Lake,51,Intel HD Graphics 610,Intel,BX80677G3950,LGA1151,64.0,True
Intel Xeon E3-1225 V5,https://pcpartpicker.com/product/Yj2rxr/intel-cpu-bx80662e31225v5,4,3.3,3.7,Skylake,80,Intel HD Graphics P530,Intel,BX80662E31225V5,LGA1151,64.0,True
Intel Xeon E3-1220 V5,https://pcpartpicker.com/product/C3Z2FT/intel-cpu-cm8066201921804,4,3.0,3.5,Skylake,80,,Intel,CM8066201921804,LGA1151,64.0,True
Intel Core i7-7740X,https://pcpartpicker.com/product/QCx9TW/intel-core-i7-7740x-43ghz-quad-core-oemtray-processor-cm8067702868631,4,4.3,4.5,Kaby Lake,112,,Intel,CM8067702868631,LGA2066,64.0,False
Intel Celeron G4920,https://pcpartpicker.com/product/dMTPxr/intel-celeron-g4920-32ghz-dual-core-processor-bx80684g4920,2,3.2,,Coffee Lake,65,Intel UHD Graphics 610,Intel,BX80684G4920,LGA1151,64.0,True
Intel Pentium E6600,https://pcpartpicker.com/product/z4TmP6/intel-cpu-bx80571e6600,2,3.06,,Wolfdale,65,,Intel,BX80571E6600,LGA775,,False
AMD Phenom II X4 975,https://pcpartpicker.com/product/jYFPxr/amd-cpu-hdz975fbgmbox,4,3.6,,K10,125,,AMD,HDZ975FBGMBOX,AM3,,False
Intel Pentium E5800,https://pcpartpicker.com/product/RjV48d/intel-cpu-bx80571e5800,2,3.2,,Wolfdale,65,,Intel,BX80571E5800,LGA775,,False
AMD Athlon X4 760K,https://pcpartpicker.com/product/bHdqqs/amd-cpu-ad760kwohlbox,4,3.8,4.1,Piledriver,100,,AMD,AD760KWOHLBOX,FM2,,False
Intel Xeon E3-1225 V3,https://pcpartpicker.com/product/PHXfrH/intel-cpu-bx80646e31225v3,4,3.2,3.6,Haswell,84,Intel HD Graphics P4600,Intel,BX80646E31225V3,LGA1150,,True
Intel Xeon E3-1245 V3,https://pcpartpicker.com/product/XGyFf7/intel-cpu-bx80646e31245v3,4,3.4,3.8,Haswell,84,Intel HD Graphics P4600,Intel,BX80646E31245V3,LGA1150,,True
Intel Xeon E3-1276 V3,https://pcpartpicker.com/product/XQ8Zxr/intel-cpu-bx80646e31276v3,4,3.6,4.0,Haswell Refresh,84,Intel HD Graphics P4600,Intel,BX80646E31276V3,LGA1150,,True
Intel Xeon E5-1650,https://pcpartpicker.com/product/K2g323/intel-cpu-cm8062101102002,6,3.2,3.8,Sandy Bridge,130,,Intel,CM8062101102002,LGA2011,,True
Intel Xeon E5-1650 V3,https://pcpartpicker.com/product/Cv648d/intel-cpu-bx80644e51650v3,6,3.5,3.8,Haswell,140,,Intel,BX80644E51650V3,LGA2011-3,,True
Intel Xeon E5-2640 V3,https://pcpartpicker.com/product/b2FXsY/intel-cpu-bx80644e52640v3,8,2.6,3.4,Haswell,90,,Intel,BX80644E52640V3,LGA2011-3,,True
Intel Core i7-3770T,https://pcpartpicker.com/product/KCphP6/intel-cpu-cm8063701212200,4,2.5,3.7,Ivy Bridge,45,Intel HD Graphics 4000,Intel,CM8063701212200,LGA1155,,False
Intel Pentium G3260,https://pcpartpicker.com/product/QLDzK8/intel-cpu-bx80646g3260,2,3.3,,Haswell Refresh,53,Intel HD Graphics,Intel,BX80646G3260,LGA1150,,False
Intel Core i5-9400,https://pcpartpicker.com/product/9rxbt6/intel-core-i5-9400-29-ghz-6-core-oemtray-processor-cm8068403358816,6,2.9,4.1,Coffee Lake Refresh,65,Intel UHD Graphics 630,Intel,CM8068403358816,LGA1151,128.0,False
Intel Xeon E-2174G,https://pcpartpicker.com/product/G7x2FT/intel-xeon-e-2174g-38-thz-quad-core-oemtray-processor-cm8068403654221,4,3.8,4.7,Coffee Lake,71,Intel HD Graphics P630,Intel,CM8068403654221,LGA1151,64.0,True
Intel Core i5-9600K,https://pcpartpicker.com/product/yshmP6/intel-core-i5-9600k-37-ghz-6-core-oemtray-processor-cm8068403874405,6,3.7,4.6,Coffee Lake Refresh,95,Intel UHD Graphics 630,Intel,CM8068403874405,LGA1151,128.0,False
Intel Core i5-4590T,https://pcpartpicker.com/product/HtrYcf/intel-core-i5-4590t-2-ghz-quad-core-oemtray-processor-cm8064601561826,4,2.0,,Haswell Refresh,35,Intel HD Graphics 4000,Intel,CM8064601561826,LGA1150,,False
Intel Pentium Gold G6605,https://pcpartpicker.com/product/tNPQzy/intel-pentium-gold-g6605-43-ghz-dual-core-processor-bx80701g6605,2,4.3,,Comet Lake,58,Intel UHD Graphics 630,Intel,BX80701G6605,LGA1200,128.0,False
Intel Pentium Gold G6500,https://pcpartpicker.com/product/Qkyqqs/intel-pentium-gold-g6500-41-ghz-dual-core-processor-bx80701g6500,2,4.1,,Comet Lake,58,Intel UHD Graphics 630,Intel,BX80701G6500,LGA1200,128.0,False
Intel Celeron G5920,https://pcpartpicker.com/product/R7gQzy/intel-celeron-g5920-35-ghz-dual-core-processor-bx80701g5920,2,3.5,,Comet Lake,58,Intel UHD Graphics 610,Intel,BX80701G5920,LGA1200,128.0,False
Intel Pentium Gold G5400T,https://pcpartpicker.com/product/jfF48d/intel-pentium-gold-g5400t-31ghz-dual-core-oemtray-processor-cm8068403360212,2,3.1,,Coffee Lake,35,Intel UHD Graphics 610,Intel,CM8068403360212,LGA1151,64.0,True
Intel Core 2 Duo E6750,https://pcpartpicker.com/product/fwbp99/intel-cpu-hh80557pj0674mg,2,2.66,,Core,65,,Intel,HH80557PJ0674MG,LGA775,,False
Intel Core 2 Quad Q8300,https://pcpartpicker.com/product/ZV8Zxr/intel-cpu-at80580pj0604ml,4,2.5,,Yorkfield,95,,Intel,AT80580PJ0604ML,LGA775,,False
Intel Core 2 Extreme QX9650,https://pcpartpicker.com/product/VjMFf7/intel-cpu-bx80569qx9650,4,3.0,,Yorkfield,130,,Intel,BX80569QX9650,LGA775,,False
AMD Phenom II X4 955,https://pcpartpicker.com/product/RNh9TW/amd-cpu-hdx955wfk4dgm,4,3.2,,K10,125,,AMD,HDX955WFK4DGM,AM3,,False
Intel Core i3-2130,https://pcpartpicker.com/product/hNCwrH/intel-cpu-bx80623i32130,2,3.4,,Sandy Bridge,65,Intel HD Graphics 2000,Intel,BX80623I32130,LGA1155,,False
AMD A8-3870K,https://pcpartpicker.com/product/Rg6BD3/amd-cpu-ad3870wngxbox,4,3.0,,Lynx,100,Radeon HD 6550D,AMD,AD3870WNGXBOX,FM1,,False
Intel Xeon E3-1275,https://pcpartpicker.com/product/CPZQzy/intel-cpu-bx80623e31275,4,3.4,,Sandy Bridge,95,Intel HD Graphics,Intel,BX80623E31275,LGA1155,,True
Intel Core i5-4440S,https://pcpartpicker.com/product/bLtCmG/intel-cpu-bx80646i54440s,4,2.8,3.3,Haswell,65,Intel HD Graphics 4600,Intel,BX80646I54440S,LGA1150,,False
Intel Xeon E5-2650L V2,https://pcpartpicker.com/product/3WMFf7/intel-cpu-cm8063501287602,10,1.7,2.1,Ivy Bridge,70,,Intel,CM8063501287602,LGA2011,,True
AMD FX-8370E,https://pcpartpicker.com/product/8j4NnQ/amd-cpu-fd837ewmhkbox,8,3.3,4.3,Piledriver,95,,AMD,FD837EWMHKBOX,AM3+,,False
Intel Xeon E3-1265L V3,https://pcpartpicker.com/product/wvLypg/intel-cpu-cm8064601467406,4,2.5,3.7,Haswell,45,Intel HD Graphics,Intel,CM8064601467406,LGA1150,,True
Intel Core i5-4690,https://pcpartpicker.com/product/xNNypg/intel-cpu-cm8064601560516,4,3.5,3.9,Haswell Refresh,84,Intel HD Graphics 4600,Intel,CM8064601560516,LGA1150,,False
Intel Pentium G4400,https://pcpartpicker.com/product/Zk648d/intel-cpu-cm8066201927306,2,3.3,,Skylake,54,Intel HD Graphics 510,Intel,CM8066201927306,LGA1151,64.0,True
AMD Opteron 6328,https://pcpartpicker.com/product/sy4NnQ/amd-cpu-os6328wkt8ghk,8,3.2,3.8,Piledriver,115,,AMD,OS6328WKT8GHK,G34,,False
AMD Athlon 5370,https://pcpartpicker.com/product/ywcMnQ/amd-cpu-ad5370jahmbox,4,2.2,,Jaguar,25,Radeon R3 (on die),AMD,AD5370JAHMBOX,AM1,,False
Intel Xeon E5-2470V2,https://pcpartpicker.com/product/F7PzK8/intel-xeon-e5-2470v2-24ghz-10-core-processor-bx80634e52470v2,10,2.4,3.2,Ivy Bridge,95,,Intel,BX80634E52470V2,LGA1356,384.0,True
Intel Core i5-3570S,https://pcpartpicker.com/product/82RzK8/intel-core-i5-3570s-31ghz-quad-core-oemtray-processor-cm8063701093901,4,3.1,3.8,Ivy Bridge,65,Intel HD Graphics 2500,Intel,CM8063701093901,LGA1155,,False
Intel Core i5-8600T,https://pcpartpicker.com/product/8Lw7YJ/intel-core-i5-8600t-23ghz-6-core-oemtray-processor-cm8068403358708,6,2.3,3.7,Coffee Lake,35,Intel UHD Graphics 630,Intel,CM8068403358708,LGA1151,128.0,False
AMD Ryzen 7 1800X,https://pcpartpicker.com/product/PFXnTW/amd-ryzen-7-1800x-36ghz-8-core-oemtray-processor-yd180xbcm88ae,8,3.6,4.0,Zen,95,,AMD,YD180XBCM88AE,AM4,,False
Intel Core i9-9940X,https://pcpartpicker.com/product/Hpc48d/intel-core-i9-9940x-33-ghz-14-core-oemtray-processor-cd8067304175600,14,3.3,4.4,Skylake,165,,Intel,CD8067304175600,LGA2066,128.0,False
Intel Core i9-9920X,https://pcpartpicker.com/product/4WRzK8/intel-core-i9-9920x-35-ghz-12-core-processor-bx80673i99920x,12,3.5,4.4,Skylake,165,,Intel,BX80673I99920X,LGA2066,128.0,False
Intel Core i9-9900X,https://pcpartpicker.com/product/qNCD4D/intel-core-i9-9900x-35-ghz-10-core-processor-bx80673i99900x,10,3.5,4.4,Skylake,165,,Intel,BX80673I99900X,LGA2066,128.0,False
Intel Core i5-9600,https://pcpartpicker.com/product/2mPgXL/intel-core-i5-9600-31-ghz-6-core-oemtray-processor-cm8068403358610,6,3.1,4.6,Coffee Lake Refresh,65,Intel UHD Graphics 630,Intel,CM8068403358610,LGA1151,128.0,False
AMD Ryzen 7 2700,https://pcpartpicker.com/product/FwrYcf/amd-ryzen-7-2700-32-ghz-8-core-oemtray-processor-yd2700bbm88af,8,3.2,4.1,Zen+,65,,AMD,YD2700BBM88AF,AM4,64.0,False
Intel Xeon E-2136,https://pcpartpicker.com/product/cw22FT/intel-xeon-e-2136-33-thz-6-core-oemtray-processor-cm8068403654318,6,3.3,4.5,Coffee Lake,80,,Intel,CM8068403654318,LGA1151,64.0,True
Intel Xeon E-2276G,https://pcpartpicker.com/product/w6Dkcf/intel-xeon-e-2276g-38-thz-6-core-oemtray-processor-cm8068404227703,6,3.8,4.9,Coffee Lake Refresh,80,Intel HD Graphics P630,Intel,CM8068404227703,LGA1151,128.0,True
Intel Xeon E-2278G,https://pcpartpicker.com/product/CbLwrH/intel-xeon-e-2278g-34-thz-8-core-oemtray-processor-cm8068404225303,8,3.4,5.0,Coffee Lake Refresh,80,Intel HD Graphics P630,Intel,CM8068404225303,LGA1151,128.0,True
Intel Xeon E5-2603 V3,https://pcpartpicker.com/product/KbtWGX/intel-cpu-cm8064401844200,6,1.6,,Haswell,85,,Intel,CM8064401844200,LGA2011-3,,True
Intel Core i5-3450S,https://pcpartpicker.com/product/x7xfrH/intel-cpu-bx80637i53450s,4,2.8,,Ivy Bridge,65,Intel HD Graphics 2500,Intel,BX80637I53450S|BX806237I53450S,LGA1155,,False
AMD FX-8350,https://pcpartpicker.com/product/yxh9TW/amd-cpu-fd8350frw8khk,8,4.0,,Piledriver,125,,AMD,FD8350FRW8KHK,AM3+,,False
Intel Xeon E5-2609 V4,https://pcpartpicker.com/product/pfvZxr/intel-cpu-bx80660e52609v4,8,1.7,,Broadwell,85,,Intel,BX80660E52609V4,LGA2011-3,1536.0,True
Intel Celeron 430,https://pcpartpicker.com/product/gMH323/intel-cpu-hh80557rg033512,1,1.8,,Core,35,,Intel,HH80557RG033512,LGA775,,False
AMD Phenom II X2 555 Black,https://pcpartpicker.com/product/x3JwrH/amd-cpu-hdz555wfgmbox,2,3.2,,K10,80,,AMD,HDZ555WFGMBOX,AM3,,False
AMD Phenom II X6 1055T,https://pcpartpicker.com/product/LQQypg/amd-cpu-hdt55tfbgrbox,6,2.8,,K10,125,,AMD,HDT55TFBGRBOX,AM3,,False
Intel Core 2 Duo E4600,https://pcpartpicker.com/product/vMH323/intel-cpu-bx80557e4600,2,2.4,,Core,65,,Intel,BX80557E4600,LGA775,,False
Intel Core 2 Duo E8500,https://pcpartpicker.com/product/R7bp99/intel-cpu-eu80570pj0876m,2,3.16,,Wolfdale,65,,Intel,EU80570PJ0876M,LGA775,,False
AMD Athlon II X3 455,https://pcpartpicker.com/product/PB3RsY/amd-cpu-adx455wfgmbox,3,3.3,,K10,95,,AMD,ADX455WFGMBOX,AM3,,False
Intel Core i3-2100T,https://pcpartpicker.com/product/ktfp99/intel-cpu-bx80623i32100t,2,2.5,,Sandy Bridge,35,Intel HD Graphics 2000,Intel,BX80623I32100T,LGA1155,,False
AMD Phenom II X4 840,https://pcpartpicker.com/product/KPBv6h/amd-cpu-hdx840wfk42gm,4,3.2,,K10,95,,AMD,HDX840WFK42GM,AM3,,False
AMD FX-8320,https://pcpartpicker.com/product/s8h9TW/amd-cpu-fd8320frw8khk,8,3.5,,Piledriver,125,,AMD,FD8320FRW8KHK,AM3+,,True
Intel Xeon E3-1245 V5,https://pcpartpicker.com/product/BVcMnQ/intel-cpu-bx80662e31245v5,4,3.5,3.9,Skylake,80,Intel HD Graphics P530,Intel,BX80662E31245V5,LGA1151,64.0,True
AMD A10-7860k,https://pcpartpicker.com/product/dTnG3C/amd-cpu-ad786kybjcsbx,4,3.6,4.0,Steamroller,65,Radeon R7 (on-die),AMD,AD786KYBJCSBX,FM2+,,False
AMD Athlon X4 870K,https://pcpartpicker.com/product/Fk98TW/amd-athlon-x4-870k-39ghz-quad-core-processor-ad870kxbjcsbx,4,3.9,4.1,Steamroller,95,,AMD,AD870KXBJCSBX,FM2+,,False
Intel Core i3-7350K,https://pcpartpicker.com/product/psPzK8/intel-core-i3-7350k-42ghz-dual-core-oemtray-processor-cm8067703014431,2,4.2,,Kaby Lake,60,Intel HD Graphics 630,Intel,CM8067703014431,LGA1151,64.0,True
Intel Xeon E3-1275 V6,https://pcpartpicker.com/product/QncMnQ/intel-xeon-e3-1275-v6-38ghz-quad-core-processor-bx80677e31275v6,4,3.8,4.2,Kaby Lake,73,Intel HD Graphics P630,Intel,BX80677E31275V6,LGA1151,64.0,True
AMD Athlon X4 970,https://pcpartpicker.com/product/6ZgPxr/amd-athlon-x4-970-38ghz-quad-core-processor-ad970xauabbox,4,3.8,4.0,Excavator,65,,AMD,AD970XAUABBOX,AM4,,False
AMD Threadripper 2950X,https://pcpartpicker.com/product/Hpprxr/amd-threadripper-2950x-35ghz-16-core-oemtray-processor-yd295xa8ugaaf,16,3.5,4.4,Zen+,180,,AMD,YD295XA8UGAAF,sTR4,1024.0,True
AMD Threadripper 2970WX,https://pcpartpicker.com/product/tksmP6/amd-threadripper-2970wx-3ghz-24-core-oemtray-processor-yd297xazuhcaf,24,3.0,4.2,Zen+,250,,AMD,YD297XAZUHCAF,sTR4,1024.0,True
Intel Core i5-9500F,https://pcpartpicker.com/product/PV3mP6/intel-core-i5-9500f-3-ghz-6-core-oemtray-processor-cm8068403362616,6,3.0,4.4,Coffee Lake Refresh,65,,Intel,CM8068403362616,LGA1151,128.0,False
Intel Core i3-9350K,https://pcpartpicker.com/product/FgXYcf/intel-core-i3-9350k-4-ghz-quad-core-processor-bx80684i39350k,4,4.0,4.6,Coffee Lake Refresh,91,Intel HD Graphics 630,Intel,BX80684I39350K,LGA1151,64.0,True
AMD EPYC 4484PX,https://pcpartpicker.com/product/HKfxFT/amd-epyc-4484px-44-ghz-12-core-processor-100-100001482wof,12,4.4,5.6,Zen 4,120,Radeon,AMD,100-100001482WOF,AM5,,True
AMD A10-9700E,https://pcpartpicker.com/product/fxyxFT/amd-a10-9700e-30ghz-quad-core-processor-ad9700ahabbox,4,3.0,3.5,Excavator,35,Radeon R7 (on-die),AMD,AD9700AHABBOX,AM4,,False
Intel Pentium G640T,https://pcpartpicker.com/product/zVV48d/intel-cpu-bx80623g640t,2,2.4,,Sandy Bridge,35,Intel HD Graphics,Intel,BX80623G640T,LGA1155,,False
Intel Xeon E5-2670,https://pcpartpicker.com/product/rBkD4D/intel-cpu-bx80621e52670,8,2.6,3.3,Sandy Bridge,115,,Intel,BX80621E52670,LGA2011,,True
Intel Pentium G4620,https://pcpartpicker.com/product/rjs8TW/intel-pentium-g4620-37ghz-dual-core-oemtray-processor-cm8067703015524,2,3.7,,Kaby Lake,51,Intel HD Graphics 630,Intel,CM8067703015524,LGA1151,64.0,True
Intel Celeron 430,https://pcpartpicker.com/product/tDvRsY/intel-cpu-bx80557430,1,1.8,,Core,35,,Intel,BX80557430,LGA775,,False
Intel Pentium E5400,https://pcpartpicker.com/product/KjMFf7/intel-cpu-bx80571e5400,2,2.7,,Wolfdale,65,,Intel,BX80571E5400,LGA775,,False
Intel Core 2 Duo E6320,https://pcpartpicker.com/product/RcsKHx/intel-cpu-bx80557e6320,2,1.86,,Core,65,,Intel,BX80557E6320,LGA775,,False
Intel Core 2 Duo E7600,https://pcpartpicker.com/product/PCQypg/intel-cpu-at80571ph0833ml,2,3.06,,Wolfdale,65,,Intel,AT80571PH0833ML,LGA775,,False
Intel Core 2 Quad Q9450,https://pcpartpicker.com/product/sd7wrH/intel-cpu-bx80569q9450,4,2.66,,Yorkfield,95,,Intel,BX80569Q9450,LGA775,,False
Intel Core i7-970,https://pcpartpicker.com/product/9psKHx/intel-cpu-bx80613i7970,6,3.2,,Westmere,130,,Intel,BX80613I7970,LGA1366,,False
AMD Athlon II X2 250,https://pcpartpicker.com/product/D3phP6/amd-cpu-adx250ocgmbox,2,3.0,,K10,65,,AMD,ADX250OCGMBOX,AM3,,False
Intel Celeron G540,https://pcpartpicker.com/product/wfbp99/intel-cpu-bx80623g540,2,2.5,,Sandy Bridge,65,Intel HD Graphics,Intel,BX80623G540,LGA1155,,False
AMD FX-8100,https://pcpartpicker.com/product/JdR48d/amd-cpu-fd8100wmw8kgu,8,2.8,,Bulldozer,95,,AMD,FD8100WMW8KGU,AM3+,,False
AMD FX-9590,https://pcpartpicker.com/product/bD6BD3/amd-cpu-fd9590fhw8khk,8,4.7,5.0,Piledriver,220,,AMD,FD9590FHW8KHK,AM3+,,False
Intel Celeron G1840,https://pcpartpicker.com/product/PTdqqs/intel-cpu-bx80646g1840,2,2.8,,Haswell Refresh,53,Intel HD Graphics,Intel,BX80646G1840,LGA1150,,True
Intel Xeon E5-2643 V2,https://pcpartpicker.com/product/FCBv6h/intel-cpu-cm8063501287403,6,3.5,3.8,Ivy Bridge,130,,Intel,CM8063501287403,LGA2011,,True
Intel Xeon E5-2643 V3,https://pcpartpicker.com/product/h8Trxr/intel-xeon-e5-2643-v3-34-ghz-6-core-oemtray-processor-cm8064401724501,6,3.4,3.7,Haswell,135,,Intel,CM8064401724501,LGA2011-3,,True
Intel Pentium G4500,https://pcpartpicker.com/product/TXvZxr/intel-cpu-bx80662g4500,2,3.5,,Skylake,51,Intel HD Graphics 530,Intel,BX80662G4500,LGA1151,64.0,True
Intel Core i7-6900K,https://pcpartpicker.com/product/n3yxFT/intel-cpu-cm8067102056010,8,3.2,3.7,Broadwell,140,,Intel,CM8067102056010,LGA2011-3,128.0,False
Intel Celeron G4900T,https://pcpartpicker.com/product/WWBTwP/intel-celeron-g4900t-18ghz-dual-core-oemtray-processor-cm8068403379312,2,1.8,,Coffee Lake,35,Intel UHD Graphics 610,Intel,CM8068403379312,LGA1151,64.0,True
Intel Xeon E-2136,https://pcpartpicker.com/product/CQprxr/intel-xeon-e-2136-33-ghz-6-core-processor-bx80684e2136,6,3.3,4.5,Coffee Lake,80,,Intel,BX80684E2136,LGA1151,64.0,True
Intel Core i3-10325,https://pcpartpicker.com/product/pVcG3C/intel-core-i3-10325-39-ghz-quad-core-processor-bx8070110325,4,3.9,4.7,Comet Lake,65,Intel UHD Graphics 630,Intel,BX8070110325,LGA1200,128.0,False
Intel Pentium G3460,https://pcpartpicker.com/product/9vLypg/intel-cpu-bx80646g3460,2,3.5,,Haswell Refresh,53,Intel HD Graphics,Intel,BX80646G3460,LGA1150,,False
AMD Opteron 6344,https://pcpartpicker.com/product/CfPzK8/amd-cpu-os6344wktcghk,12,2.6,3.2,Piledriver,115,,AMD,OS6344WKTCGHK,G34,,False
Intel Pentium E2140,https://pcpartpicker.com/product/bJdqqs/intel-cpu-bx80557e2140r,2,1.6,,Core,65,,Intel,BX80557E2140R,LGA775,,False
Intel Core i7-930,https://pcpartpicker.com/product/gGFPxr/intel-cpu-at80601000897aa,4,2.8,,Nehalem,130,,Intel,AT80601000897AA,LGA1366,,False
Intel Core 2 Quad Q8200,https://pcpartpicker.com/product/j6fp99/intel-cpu-bx80580q8200,4,2.33,,Yorkfield,95,,Intel,BX80580Q8200,LGA775,,False
Intel Core 2 Quad Q9400,https://pcpartpicker.com/product/DPkD4D/intel-cpu-bx80580q9400,4,2.66,,Yorkfield,95,,Intel,BX80580Q9400,LGA775,,False
Intel Core 2 Extreme QX6850,https://pcpartpicker.com/product/9V8Zxr/intel-cpu-bx80562qx6850,4,3.0,,Core,130,,Intel,BX80562QX6850,LGA775,,False
AMD Sempron 145,https://pcpartpicker.com/product/VFNp99/amd-cpu-sdx145hbgmbox,1,2.8,,K10,45,,AMD,SDX145HBGMBOX,AM3,,False
Intel Pentium G620,https://pcpartpicker.com/product/qyn2FT/intel-cpu-bx80623g620,2,2.6,,Sandy Bridge,65,Intel HD Graphics,Intel,BX80623G620,LGA1155,,False
Intel Pentium G850,https://pcpartpicker.com/product/tyn2FT/intel-cpu-bx80623g850,2,2.9,,Sandy Bridge,65,Intel HD Graphics,Intel,BX80623G850,LGA1155,,False
AMD Athlon II X4 640,https://pcpartpicker.com/product/ThH323/amd-cpu-adx640wfk42gm,4,3.0,,K10,95,,AMD,ADX640WFK42GM,AM3,,False
Intel Core i5-2550K,https://pcpartpicker.com/product/sWphP6/intel-cpu-bx80623i52550k,4,3.4,,Sandy Bridge,95,,Intel,BX80623i52550K,LGA1155,,False
Intel Core i3-3220T,https://pcpartpicker.com/product/yYsKHx/intel-cpu-bx80637i33220t,2,2.8,,Ivy Bridge,35,Intel HD Graphics 2500,Intel,BX80637i33220T,LGA1155,,False
Intel Pentium G645,https://pcpartpicker.com/product/hb3RsY/intel-cpu-bx80623g645,2,2.9,,Sandy Bridge,65,Intel HD Graphics 2500,Intel,BX80623G645,LGA1155,,False
Intel Xeon E3-1270,https://pcpartpicker.com/product/czQypg/intel-cpu-bx80637e31270v2,4,3.4,,Sandy Bridge,80,,Intel,BX80637E31270V2,LGA1155,,True
AMD Athlon X4 740,https://pcpartpicker.com/product/PrZQzy/amd-cpu-ad740xokhjbox,4,3.2,,Piledriver,65,,AMD,AD740XOKHJBOX,FM2,,False
Intel Xeon E3-1275 V3,https://pcpartpicker.com/product/HDtCmG/intel-cpu-bx80646e31275v3,4,3.5,3.9,Haswell,84,Intel HD Graphics P4600,Intel,BX80646E31275V3,LGA1150,,True
Intel Xeon E5-2609,https://pcpartpicker.com/product/hL3RsY/intel-cpu-bx80621e52609,4,2.4,,Sandy Bridge,80,,Intel,BX80621E52609,LGA2011,,True
Intel Xeon E5-2640,https://pcpartpicker.com/product/xKvRsY/intel-cpu-bx80621e52640,6,2.5,3.0,Sandy Bridge,95,,Intel,BX80621E52640,LGA2011,,True
AMD A6-6420K,https://pcpartpicker.com/product/c9sKHx/amd-cpu-ad642kokhlbox,2,4.0,4.2,Piledriver,65,Radeon HD 8000 Series,AMD,AD642KOKHLBOX,FM2,,False
Intel Core i5-4690S,https://pcpartpicker.com/product/WsR48d/intel-cpu-bx80646i54690s,4,3.2,3.9,Haswell Refresh,65,Intel HD Graphics 4600,Intel,BX80646I54690S,LGA1150,,False
Intel Pentium G3450,https://pcpartpicker.com/product/QbNp99/intel-cpu-bx80646g3450,2,3.4,,Haswell Refresh,53,Intel HD Graphics,Intel,BX80646G3450,LGA1150,,False
Intel Xeon E5-2690,https://pcpartpicker.com/product/89xfrH/intel-cpu-cm8062101122501,8,2.9,3.8,Sandy Bridge,135,,Intel,CM8062101122501,LGA2011,,True
Intel Xeon E5-1630 V3,https://pcpartpicker.com/product/JPx9TW/intel-cpu-cm8064401614501,4,3.7,3.8,Haswell,140,,Intel,CM8064401614501,LGA2011-3,,True
Intel Xeon E5-2620 V3,https://pcpartpicker.com/product/QNnG3C/intel-cpu-cm8064401831400,6,2.4,3.2,Haswell,85,,Intel,CM8064401831400,LGA2011-3,,True
Intel Xeon E5-2650L V3,https://pcpartpicker.com/product/vcCrxr/intel-cpu-cm8064401575702,12,1.8,2.5,Haswell,65,,Intel,CM8064401575702,LGA2011-3,,True
Intel Xeon E5-2670 V3,https://pcpartpicker.com/product/Frx9TW/intel-cpu-cm8064401544801,12,2.3,3.1,Haswell,120,,Intel,CM8064401544801,LGA2011-3,,True
AMD FX-8310,https://pcpartpicker.com/product/PWZ2FT/amd-cpu-fd8310wmhksbx,8,3.4,4.3,Piledriver,95,,AMD,FD8310WMHKSBX,AM3+,,False
Intel Core i3-6100T,https://pcpartpicker.com/product/vp8H99/intel-cpu-bx80662i36100t,2,3.2,,Skylake,35,Intel HD Graphics 530,Intel,BX80662I36100T,LGA1151,64.0,True
Intel Xeon E3-1235L V5,https://pcpartpicker.com/product/w9Nypg/intel-cpu-cm8066201935807,4,2.0,3.0,Skylake,25,Intel HD Graphics P530,Intel,CM8066201935807,LGA1151,64.0,True
Intel Core i7-6900K,https://pcpartpicker.com/product/Lv38TW/intel-cpu-bxc80671i76900k,8,3.2,3.7,Broadwell,140,,Intel,BXC80671I76900K,LGA2011-3,128.0,False
Intel Core i3-7300,https://pcpartpicker.com/product/XQM323/intel-core-i3-7300-40ghz-dual-core-processor-bx80677i37300,2,4.0,,Kaby Lake,51,Intel HD Graphics 630,Intel,BX80677I37300,LGA1151,64.0,True
Intel Core i5-7600T,https://pcpartpicker.com/product/4hx9TW/intel-core-i5-7600t-28ghz-quad-core-processor-bx80677i57600t,4,2.8,3.7,Kaby Lake,35,Intel HD Graphics 630,Intel,BX80677I57600T,LGA1151,64.0,False
Intel Core i5-7640X,https://pcpartpicker.com/product/9jzZxr/intel-core-i5-7640x-40ghz-quad-core-oemtray-processor-cm8067702868730,4,4.0,4.2,Kaby Lake,112,,Intel,CM8067702868730,LGA2066,64.0,False
AMD A8-7670K,https://pcpartpicker.com/product/y2mxFT/amd-a8-7670k-36ghz-quad-core-processor-ad767kxbjcsbx,4,3.6,3.9,Steamroller,95,Radeon R7 (on-die),AMD,AD767KXBJCSBX,FM2+,,False
